SKU/ Item Code,Item Name ,Second  Name ,Item Type,Item Category (Accounting),Category Name (Accounting),Disable on Regular Orders,Disable on Flexship
30040000,Canada Starter Kit,,P,3,Starter Kit,T,T
30050000,Canada Meet Monat Event Pack Small,,P,5,Samples and POP,T,T
30060000,Canada Meet Monat Event Pack Medium,,P,5,Samples and POP,T,T
30070000,Canada Meet Monat Event Pack Large,,P,5,Samples and POP,,T
30080000,Canada Pricelist,,P,5,Samples and POP,T,T
30080100,Canada Price List (10 Pack),,P,5,Samples and POP,T,T
30081000,Canada Price List V2,,P,5,Samples and POP,T,T
30090000,Canada Flyer Welcome Letter,,P,5,Samples and POP,T,T
30100000,Canada Flyer-First 72 Hours,,P,5,Samples and POP,T,T
30110000,Canada Flyer Fast Start Program,,P,5,Samples and POP,T,T
30120000,Canada First Full Month,,P,5,Samples and POP,T,T
30130000,Canada Flyer Founders,,P,5,Samples and POP,T,T
30140000,Canada Flyer 500+,,P,5,Samples and POP,T,T
30140100,Canada Flyer 500+ (10 Pack),,P,5,Samples and POP,T,T
30150000,Canada Product Catalog,,P,5,Samples and POP,T,T
30160000,Canada VIP Brochure (10 Pack),10 Pack,P,5,Samples and POP,T,T
30170000,Canada VIP Brochure Unit,Unit,P,5,Samples and POP,T,T
30180000,Canada Opportunity Brochure (10 Pack),10 Pack,P,5,Samples and POP,T,T
30190000,Canada Opportunity Brochure Unit,DISCONTINUED,P,5,Samples and POP,T,T
30200000,Canada Product Brochure (10 Pack),10 Pack,P,5,Samples and POP,T,T
30210000,Canada Product Brochure Unit,Unit,P,5,Samples and POP,T,T
30220000,Canada 101 Uses Rejuveniqe Brochure,Unit,P,5,Samples and POP,T,T
30230000,Canada 101 Uses Rejuveniqe Brochure (10 Pack),10 Pack,P,5,Samples and POP,T,T
4000000008,Advanced Hydrating Collection Brochure,,P,1,Products,T,T
4000000011,Bring on the Magic Flyer,,P,5,Samples and POP,,T
4000000012,Happy Hands  Flyer,,P,5,Samples and POP,,T
4000000013,PURR FECTLY FAB: MASQUE TRIO FLYER,,P,5,Samples and POP,,T
4000000014,WEEKENDS IN STYLE  FLYER,,P,5,Samples and POP,,T
4000000015,MINTERRIFIC COZY FEET  FLYER,,P,5,Samples and POP,,T
4000000016,GREAT HAIR EVERY WHERE: DELUXE TRAVEL SET FLY,,P,5,Samples and POP,,T
4000000017,UK Colour Enhance Ingredient Card x 5,,P,5,Samples and POP,,T
4000000018,LIMITED EDITION OIL DROP CLIPS SET FLYER,,P,5,Samples and POP,,T
4000000019,COZY WARM WISHES ORNAMENTS SET FLYER,,P,5,Samples and POP,,T
4000000020,SLEEPY BEAUTY EYE MASK  FLYER,,P,5,Samples and POP,,T
4000000021,DREAM BIG SLEP-IN ROLLERS  FLYER,,P,5,Samples and POP,,T
4000000022,Bring on the Magic Sticker Label,,P,6,Packaging,,T
4000000023,Happy Hands  Label,,P,6,Packaging,,T
4000000024,PURR FECTLY FAB: MASQUE TRIO  STICKER LABEL,,P,6,Packaging,,T
4000000025,WEEKENDS IN STYLE  STICKER LABEL,,P,6,Packaging,,T
4000000026,MINTERRIFIC COZY FEET  STICKER LABEL,,P,6,Packaging,,T
4000000027,GREAT HAIR EVERY WHERE  ST label,,P,6,Packaging,,T
4000000029,HAIR APPARENT MAGAZINE X 10 Un /JUL 18',,P,5,Samples and POP,,T
4000000032,Shampoo Side Hustle Postcard,,P,5,Samples and POP,,T
4000000033,Post Cards x 40  US Version,4 Set of 10 Pack,P,5,Samples and POP,,T
4000000034,Be Your Own Boss Postcard,,P,5,Samples and POP,,T
4000000035,What will you do Postcard,,P,5,Samples and POP,,T
4000000036,Hello to happy hair Postcard,,P,5,Samples and POP,,T
4000000037,Prospecting Card 1  English (10-Pack),,P,5,Samples and POP,,T
4000000038,Prospecting Card 2  English (10-Pack),,P,5,Samples and POP,,T
4000000039,Prospecting Card 3  English (10-Pack),,P,5,Samples and POP,,T
4000000040,Prospecting Card 4  English (10-Pack),,P,5,Samples and POP,,T
4000000041,Prospecting Card 1  CA French (10-Pack),,P,5,Samples and POP,,T
4000000042,Prospecting Card 2  CA French (10-Pack),,P,5,Samples and POP,,T
4000000043,Prospecting Card 3  CA French (10-Pack),,P,5,Samples and POP,,T
4000000044,Prospecting Card 4  CA French (10-Pack),,P,5,Samples and POP,,T
4000000045,Prospecting Card Multi - Pack (40) ENG,40  Prospecting Cards,P,5,Samples and POP,,T
4000000046,Prospecting Card Multi - Pack (40) FRE,40 Postcards,P,5,Samples and POP,,T
4000000047,Flyer OFY CC Cream,4000000047,P,5,Samples and POP,,T
4000000048,Flyer OFY CC Cream  for Directors,,P,5,Samples and POP,T,T
4000000049,Advanced Hydrating Collection Brochure,Bilingual,P,1,Products,,T
4000000050,Meet Monat MP Guide - CA English (5-Pack),,P,5,Samples and POP,,T
4000000051,Meet MONAT MP Guide - CA French (5-Pack),,P,5,Samples and POP,,T
4000000052,Meet MONAT MP Guide - US English (5-Pack),4000000052,P,5,Samples and POP,,T
4000000053,Meet MONAT MP Guide - CA English 10pack,(2 Packs of 5 = 10-Pack),P,5,Samples and POP,,T
4000000054,Meet MONAT MP Guide - CA French 10 Packs,(2 Packs of 5 = 10-pack),P,5,Samples and POP,,T
4000000055,Meet Monat Guide - 10 Pack,4000000117,P,5,Samples and POP,,T
4000000056,Colour Enhance Ingredient Card x 10  (UK),4000000056,P,5,Samples and POP,,T
4000000057,Flyer OFY - Micellar Shampoo,,P,5,Samples and POP,,T
4000000058,Flyer OFY Micellar Soothing Shampoo Direc,,P,5,Samples and POP,T,T
4000000059,UK Prospecting Cards set  x 12,4000000059,P,5,Samples and POP,,T
4000000060,Market Partner WorkSheet -  Fall Workshops 18,,P,5,Samples and POP,,T
4000000061,2018 Q3 Dream Bigger Magazine,4000000061,P,5,Samples and POP,,T
4000000062,2018 Q3 Dream Bigger Magazine Pack x 10,4000000062,P,5,Samples and POP,,T
4000000099,VIP Brochure CANADA (FR) / 5 pack,,P,5,Samples and POP,,T
4000000113,Product magazine (Pack x 5),4000000113,P,5,Samples and POP,,T
4000000119,Product Magazine (Pack x 10),4000000119,P,5,Samples and POP,,T
4000000172,Flyer OFY Curl Refresher Spray Flexship,,P,5,Samples and POP,,T
4000000173,More than a Mist Insert/flyer,,P,5,Samples and POP,,T
4000000183,Flyer OFY Dry Champ,,P,5,Samples and POP,,T
4000000184,Flyer OFY  Rejuvabeads,,P,5,Samples and POP,,T
4000000193,2018 Q4 Dream Bigger Magazine x 10,4000000193,P,5,Samples and POP,,T
4000000195,Flyer Gloss Brilliant Finishing Spray,4000000195,P,5,Samples and POP,,T
4000000196,Flyer Director Card Gloss Brilliant Finishing,4000000196,P,5,Samples and POP,,T
4000000197,Monat Pet Flyer,4000000197,P,5,Samples and POP,,T
4000000198,Gratitude Positive Book,,P,5,Samples and POP,,T
4000000199,RAF Flyer (Refer-a-Friend),4000000199,P,5,Samples and POP,,T
4000000202,VIP Brochure CANADA (FR) / 10 pack,,P,5,Samples and POP,T,T
4000000203,VIP Brochure CANADA (ENG) / 10 pack,,P,5,Samples and POP,,T
4000000204,Product Magazine w/Price List CN ENG 5PACK,,P,5,Samples and POP,,T
4000000205,Product Magazine w/Price List CN FR 5PACK,,P,5,Samples and POP,,T
4000000206,Product Magazine w/Price List CN FR 10PK,,P,5,Samples and POP,,T
4000000207,Rank Maps- MMB,4000000207,P,5,Samples and POP,T,T
4000000209,Rank Maps - AMB,4000000209,P,5,Samples and POP,T,T
4000000210,Rank Maps - MM,4000000210,P,5,Samples and POP,,T
4000000211,Rank Maps - MMP,4000000211,P,5,Samples and POP,T,T
4000000212,Rank Maps - MB,4000000212,P,5,Samples and POP,,T
4000000213,90 Days Worksheet,4000000213,P,5,Samples and POP,T,T
4000000214,Monthly Rhythm of Business,4000000214,P,5,Samples and POP,T,T
4000000215,Weekly Rhytm of Business,4000000215,P,5,Samples and POP,T,T
4000000217,Builder Bootcamp Handouts,,P,5,Samples and POP,,T
4000002A,Flyer OFY Air Dry Cream-Bonus size,,P,5,Samples and POP,,T
4000004A,Only For You Flyer - Clarifying Shampoo,,P,5,Samples and POP,,T
4000005A,OFY Clarifying Shampoo - Director CARDS,,P,5,Samples and POP,T,T
4000006A,OFY Super Moisture Masque Directors’ Card,,P,5,Samples and POP,T,T
4000007A,Flyer Only For You - Super Moisture Masque,,P,5,Samples and POP,,T
4000009A,Dream Big Q3 (10PACK) recognition magazine,,P,5,Samples and POP,T,T
4000012A,VIP Brochure CANADA (ENG) / 5 pack,,P,5,Samples and POP,,T
4000014A,Rejuvenique/Meet Monat Invitations 20PACK,,P,5,Samples and POP,,T
4000015A,Select Sampling Card 20PACK,,P,5,Samples and POP,,T
4000017A,Smart Start Roadmap (UK),4000017A,P,3,Starter Kit,T,T
4000017B,"UK Smart Start Road map, Version B",,P,5,Samples and POP,,T
4000018A,Smart Start Workbook (UK),4000018A,P,3,Starter Kit,T,T
4000018B,"UK Smart Start Workbook, Version B",,P,5,Samples and POP,,T
4000019A,Dare To Succeed brochure (UK),,P,3,Starter Kit,T,T
4000020A,VIP Customer Program brochure (UK),4000020A,P,3,Starter Kit,,T
4000021A,Product Magazine (UK),4000021A,P,3,Starter Kit,,T
4000021B,UK Product Magazine with Price List,,P,10,Promotional Items,,T
4000022A,UK Founders Club flyer,4000022A,P,3,Starter Kit,,T
4000022B,"UK Founders Flyer, Version B",,P,5,Samples and POP,,T
4000023A,Starter Kit folder (UK),,P,3,Starter Kit,T,T
4000023B,Starter Kit folder (UK),4000023B,P,3,Starter Kit,,T
4000024A,Flyer Rejuvatrio sponsoring promo,,P,5,Samples and POP,,T
4000025A,Starter Kit Folder CANADA (ENG),,P,3,Starter Kit,,T
4000026A,Starter Kit Folder CANADA (FR),,P,3,Starter Kit,,T
4000027A,SMART Start Road Map CANADA (ENG),,P,3,Starter Kit,,T
4000028A,SMART Start Road Map CANADA (FR),,P,3,Starter Kit,,T
4000030A,SMART Start Workbook CANADA (ENG),,P,3,Starter Kit,,T
4000031A,SMART Start Workbook CANADA (FR),,P,3,Starter Kit,,T
4000032A,SMART Start Workbook USA,4000000095,P,3,Starter Kit,,T
4000033A,Meet MONAT MP Guide - CANADA (ENG),,P,5,Samples and POP,,T
4000034A,Meet MONAT MP Guide CANADA (FR),,P,3,Starter Kit,,T
4000035A,Meet MONAT Brochure USA,,P,3,Starter Kit,,T
4000036A,VIP Brochure CANADA (ENG),,P,3,Starter Kit,,T
4000037A,VIP Brochure CANADA (FR),,P,3,Starter Kit,,T
4000038A,VIP Brochure USA  (ENG) / 5 pack,,P,3,Starter Kit,,T
4000039A,Product Magazine w/Price List CANADA ENG,,P,5,Samples and POP,,T
4000040A,Product Magazine w/Price List CANADA FR,,P,5,Samples and POP,,T
4000041A,Product Magazine List w/Price 5-Pack,,P,3,Starter Kit,,T
4000042A,New Year's Pack promo flyer,,P,10,Promotional Items,T,T
4000043A,Q4 Dream Bigger Magazine,,P,5,Samples and POP,T,T
4000043B,2018 Q1 Dream Bigger Magazine,,P,5,Samples and POP,T,T
4000044A,Colour Enhance Brochure (US),,P,5,Samples and POP,,T
4000045A,Colour Enhance Brochure (Canada),,P,3,Starter Kit,,T
4000046A,UK Sampling how-to card,,P,5,Samples and POP,,T
4000047A,UK Meet MONAT invites,,P,5,Samples and POP,,T
4000048A,UK Meet MONAT brochure,,P,5,Samples and POP,,T
4000049A,UK Prospecting card,,P,5,Samples and POP,,T
4000050A,UK Sampling how-to card (Pack x 5),,P,5,Samples and POP,,T
4000051A,UK Meet MONAT invites (Pack x 5),,P,5,Samples and POP,,T
4000052A,UK Meet MONAT brochure (Pack x 5),,P,5,Samples and POP,,T
4000053A,UK Prospecting card (Pack x 10),,P,5,Samples and POP,,T
4000054A,UK Product Magazine (Pack x 5),,P,5,Samples and POP,,T
4000054B,"UK Product Magazine, (Pack x 5)",,P,5,Samples and POP,,T
4000055A,UK VIP Brochure (Pack x 5),,P,5,Samples and POP,,T
4000055B,"UK VIP Brochure, (Pack x 5)",,P,5,Samples and POP,,T
4000056A,Flyer Travel Set Promotion ingredients Feb 16,,P,10,Promotional Items,,T
4000057A,UK Sampling How To card (pack x 10),,P,10,Promotional Items,,T
4000058A,UK Meet Monat Invites (Pack of 10),4000058A,P,5,Samples and POP,,T
4000059A,UK Meet Monat Brochure (pack x 10),,P,5,Samples and POP,,T
4000060A,UK Product Magazine (Pack x 10),,P,5,Samples and POP,,T
4000060B,UK Product Magazine (Pack of 10),4000060B,P,5,Samples and POP,T,T
4000061A,UK VIP Brochure (pack x 10),,P,5,Samples and POP,,T
4000061B,"UK VIP Brochure, (pack x 10)",4000061B,P,5,Samples and POP,,T
4000062A,Flyer OFY - Anti Frizz Smoothing Primer,,P,5,Samples and POP,,T
4000063A,AntiFrizz Smoothing Primer OFY DIRECTORS CARD,,P,5,Samples and POP,T,T
4000064A,Product Mag w Price List CANADA 10pk (ENG),,P,5,Samples and POP,,T
4000065A,Prod  Mag Price List CANADA 10pk (FR),,P,8,Promotional Kits,T,T
4000066A,UK VIP Brochure,,P,5,Samples and POP,,T
4000066B,"UK VIP Brochure, Version B",,P,5,Samples and POP,,T
4000067A,OFY Charcoal Gelee Masque Flyer,4000000123,P,5,Samples and POP,,T
4000068A,DSA Code of Ethics insert - English,,P,3,Starter Kit,,T
4000069A,DSA Code of Ethics insert - French,,P,3,Starter Kit,,T
4000070,OFY Charcoal Gelee Masque Flyer (May)  Direct,4000070A,P,5,Samples and POP,T,T
4000071,Flyer OFY Clarifying Shampoo Flexship,4000071A,P,5,Samples and POP,,T
4000073,Flyer OFY Curl Cream Flexship,4000073A,P,5,Samples and POP,,T
4000075,Travel Size Ingredient List,,P,5,Samples and POP,,T
4000076,VIP Brochure CANADA (FR) / 10 pack,,P,5,Samples and POP,,T
4000077,Select Sampling Flyer - French,4000077A,P,5,Samples and POP,,T
4000078,Meet MONAT Invite - French,4000078A,P,5,Samples and POP,,T
4000079,Select Sampling Flyer 20/pack - French,4000077 X 20units // French,P,5,Samples and POP,,T
4000080,Meet MONAT Invite 20/pack - French,4000078 x 20units,P,5,Samples and POP,,T
4000081A,Thank You Card - Gratitude,4000081A,P,5,Samples and POP,,T
4000083,Flyer OFY Blow Out Cream   Card,4000083A,P,5,Samples and POP,,T
4000084,Produt Recommendation Guide (50 Pack) for the,,P,5,Samples and POP,,T
4000084A,Product Recommendation Guide (50 Pack),,P,5,Samples and POP,T,T
4000085,Products at a Glance (50 Pack)  for the ROADS,,P,5,Samples and POP,,T
4000086A,Bahamas Brochure,,P,5,Samples and POP,T,T
4000087A,2018 Q2 Dream Bigger Magazine unit,,P,5,Samples and POP,,T
4000088A,Colour Enhance Ingredient Card,,P,5,Samples and POP,,T
4000092A,"Hair Apparent Magazine, July 2018",,P,5,Samples and POP,,T
4000093,VIP Brochure CANADA (FR),,P,5,Samples and POP,T,T
5000000001,Small Kit box category - BF sets,,P,6,Packaging,,T
5000000004,Box for Eye kit set # 12,,P,6,Packaging,,T
5000000005,WARM UP & STYLE -SMOOTHING TRAY # 1,,P,6,Packaging,,T
5000000006,WARM UP & STYLE - VOLUMIZING TRAY,,P,6,Packaging,,T
5000000008,READY! SET! STYLE! ESSENTIALS TRAY,,P,6,Packaging,,T
5000000009,DELUXE TRAVEL TOOLS TRAY,,P,6,Packaging,,T
5000000010,THE ULTIMATE BLOW OUT TRAY,,P,6,Packaging,,T
5000000011,LET'S GET THE PARTY STARTED HOT TOOL KIT TRAY,,P,6,Packaging,,T
5000000015,ON-THE-GO PRIMO PACK TRAY,,P,6,Packaging,,T
5000000016,WARM UP & STYLE -SMOOTHING SLEEVE,,P,6,Packaging,,T
5000000017,WARM UP & STYLE - VOLUMIZING SLEEVE,,P,6,Packaging,,T
5000000019,READY! SET! STYLE! ESSENTIALS SLEEVE,,P,6,Packaging,,T
5000000020,DELUXE TRAVEL TOOLS SLEEVE,,P,6,Packaging,,T
5000000021,THE ULTIMATE BLOW OUT SLEEVE,,P,6,Packaging,,T
5000000022,LET'S GET THE PARTY STARTED Hot  KIT Sleeve,,P,6,Packaging,,T
5000000026,ON-THE-GO PRIMO PACK SLEEVE,,P,6,Packaging,,T
5000000235,Discount Coupon for NEW MP Product Pack,,P,5,Samples and POP,,T
5000006A,"RSC TWL (32 ECT) Kraft Shipping Box 12""X9""X4""",,P,6,Packaging,T,T
5000007A,Monat Small System Box 4.4375 x 3.4375x 10.37,,P,6,Packaging,T,T
5000008A,Box for Major League Travel Set,,P,6,Packaging,T,T
5000017A,Mentor Box  Blue for Recognition,,P,5,Samples and POP,,T
5000018A,Mentor KeyChain for Recognition,,P,5,Samples and POP,,T
5000019A,Business Card Holder for Recognition,,P,5,Samples and POP,,T
5000020A,Monat Branded Tissue Paper for Recognition,,P,5,Samples and POP,,T
5000021A,Mentor's Business Card Customized for Recogni,,P,5,Samples and POP,,T
5000022A,Pen Thicker & Pen Style in Blue Box  for Reco,,P,5,Samples and POP,,T
5000023A,Congratulations Card for Recognition,,P,5,Samples and POP,,T
5000024A,Shipping Box Branded for Mentor Program -,Recognition,P,5,Samples and POP,,T
5000025A,Motor Club  KeyChain for Recognition,,P,5,Samples and POP,,T
5000026A,Congratulations Flyer 2nd Month Qualifyer,Motor Club,P,5,Samples and POP,,T
5000027A,Motor Club  Dark Blue Box for Recognition,(SIGNED BY STUART MACMILLAN),P,5,Samples and POP,,T
5000028A,MotorClub Inner Box - License Plate Holder,,P,5,Samples and POP,,T
5000029A,License Plate for Recognition,,P,5,Samples and POP,,T
5000030A,Decal For  Motor Club - Recognition,,P,5,Samples and POP,,T
5000031A,Instruction Decal Flyer Motor Club -,Recognition,P,5,Samples and POP,,T
5000032A,Shipping Box Branded for Motor Program -,Recognition Program,P,5,Samples and POP,,T
5000033A,Directors Congratulations Card - Recognition,,P,5,Samples and POP,,T
5000034A,Shipping Box  for Directors Program - Recogni,,P,5,Samples and POP,,T
6000000000,"Thermal Protect Styling Shield, 4.5 oz.",,P,1,Products,,T
6000000001,"Frizz Fix Smoothing Primer, 4.3 oz.",,P,1,Products,,T
6000000002,"Thermal Protect Styling Shield, 2.5 oz.",,P,10,Promotional Items,,T
6000000003,15-in-1 Perfecting CC cream 3.5oz,,P,1,Products,,T
6000000004,"Revitalize Conditioner, 4 oz..",,P,1,Products,,T
6000000005,"Revive Shampoo, 4 oz.",,P,1,Products,,T
6000000006,"Smoothing Conditioner, 4 oz.",,P,1,Products,,T
6000000007,"Smoothing Shampoo, 4 oz.",,P,1,Products,,T
6000000008,"Travel Size - Restructuring Shampoo, 2 oz.",,P,1,Products,,T
6000000009,"Travel Size -Restructuring Conditioner, 2 oz.",,P,1,Products,,T
6000000010,"Travel Size Hair Transformation Masque, 2 oz.",,P,1,Products,,T
6000000011,"Travel Size Advanced Hydrating Shampoo, 2 oz.",,P,1,Products,,T
6000000012,"Travel Size - Hydrating Conditioner, 2 oz.",,P,1,Products,,T
6000000013,"Travel Size -Heavenly Hydrating Masque, 2 oz.",,P,1,Products,T,T
6000000014,"Smoothing Shampoo, 2 oz",,P,1,Products,T,T
6000000015,"Volumising Shampoo, 2 oz",,P,1,Products,T,T
6000000016,Refinish Control Hairspray 3 oz TRAVEL SIZE,,P,1,Products,T,T
6000000017,Monat The Champ Dry Shampoo 3 oz. TRAVEL SIZE,,P,1,Products,T,T
6000000018,"Sample - Smoothing Shampoo, 0.34 oz.",,P,1,Products,,T
6000000019,"Sample - Smoothing Conditioner, 0.34 oz.",,P,1,Products,,T
6000000020,"Travel Size - Blowout Cream, 2.0 fl. oz",,P,1,Products,T,T
6000000021,"Charcoal Gelee Hair Masque, 4.2 oz.",,P,1,Products,,T
6000000022,Sponsoring Promo June 2018,,P,8,Promotional Kits,T,T
6000000027,Travel Size - Revitalize Conditioner 2 oz.,,P,1,Products,T,T
6000000028,"Smoothing Deep Conditioner Travel Size, 2 fl.",,P,1,Products,T,T
6000000029,"Sample - Charcoal Gelee Masque, 0.34 oz.",,P,5,Samples and POP,,T
6000000030,"Sample - Blow Out Cream, 0.34 oz.",,P,5,Samples and POP,,T
6000000031,"Sample - Frizz Fix Smoothing Primer, 0.34 oz.",,P,5,Samples and POP,,T
6000000032,"Sample - 15-in-1 CC Cream, 0.34 oz.",,P,5,Samples and POP,,T
6000000033,Sample (10) Heavenly Hydrating Masque,,P,5,Samples and POP,,T
6000000034,"Travel Size Frizz Fix Smoothing Primer, 2.5oz",,P,1,Products,,T
6000000035,"Travel Size - Air Dry Cream, 2 oz",,P,1,Products,,T
6000000036,Sample (10) 15-in-1 CC Cream,6000000036,P,5,Samples and POP,,T
6000000037,Sample (10) Frizz Fix Smoothing Primer,6000000037,P,5,Samples and POP,,T
6000000042,Sample (10) Advanced Hydrating Shampoo,6000000042,P,5,Samples and POP,,T
6000000043,"More than a mist, 2.5 fl. Oz.",,P,1,Products,,T
6000000044,Sample (10) Advanced Hydrating Conditioner,6000000044,P,5,Samples and POP,,T
6000000045,Hair Transformation Masque (10 Pack),6000000045,P,5,Samples and POP,,T
6000000046,Sample (10) Super Moisture Masque,6000000046,P,5,Samples and POP,,T
6000000047,Restructuring Pre-Wash Conditioner (10 Pack),6000000047,P,5,Samples and POP,,T
6000000048,Sample (10) Restructuring Shampoo,6000000048,P,5,Samples and POP,,T
6000000052,"OFY Micellar Shampoo, 4.5 oz.",,P,1,Products,,T
6000000053,"OFY Curl Refresher Spray, 4.5 oz.",6000000053,P,1,Products,,T
6000000055,Restructuring Hair Care Collection,,P,9,Systems,,T
6000000056,"More than a hand cream, 2.0 fl. Oz.",,P,1,Products,T,T
6000000057,"More than a whip, 2.0 fl. Oz.",,P,1,Products,,T
6000000058,"More than a lather, 7 oz.",,P,1,Products,,T
6000000068,I Bought it All,Monations,P,8,Promotional Kits,,T
6000000069,Sample (10)  Brilliant Blonde Shampoo,6000000069,P,5,Samples and POP,,T
6000000070,Sample (10)  Brilliant Blonde Conditioner,6000000070,P,5,Samples and POP,,T
6000000071,Sample (10) Perfectly Platinum Shampoo,6000000071,P,5,Samples and POP,,T
6000000072,Sample (10) Perfectly Platinum Conditioner,6000000072,P,5,Samples and POP,,T
6000000073,Sample (10) Beautiful Brunette Shampoo,6000000073,P,5,Samples and POP,,T
6000000074,Sample (10) Beautiful Brunette Conditioner,6000000074,P,5,Samples and POP,,T
6000000076,UK - I Bought It All,6000000076,P,8,Promotional Kits,T,T
6000000077,"Clarifying Shampoo, 8 oz.",UK version,P,1,Products,T,
6000000078,"OFY Purifying Charcoal Gelee Masque, 4.0 oz.",UK version,P,1,Products,,T
6000000079,"OFY CC Cream, 2.5 oz. UK",REEMPLAZO AL 6000000475,P,1,Products,T,T
6000000081,UK Starter Product Pack  VB,6000000470,P,2,Product Pack,,T
6000000081D1,Starter Product Pack (UK) - Discounted,6000000470,P,2,Product Pack,,T
6000000081D2,UK Starter Product Pack  VB - Balance,,S,2,Product Pack,,T
6000000081D3,UK Starter Product Pack  VB - 0 Balance,,S,2,Product Pack,,T
6000000082,UK Starter Kit  VB,6000000082,P,3,Starter Kit,,T
6000000083,HC18-UK CONDITNG DUO: HAIR WRAP + HOOK COMB,6000000083,P,8,Promotional Kits,,T
6000000084,HC18-UK STYLING DUO: GO GO COSMETIC + ALLIGAT,6000000084,P,8,Promotional Kits,,T
6000000085,HC18-UK HYDRAT SYSTEM & CONDITG DUO FOR £6,6000000085,P,8,Promotional Kits,,T
6000000086,HC18-UK VOLUME SYSTEM + GET CONDITI DUO £6,6000000086,P,8,Promotional Kits,,T
6000000087,HC18-UK CLASSIC CONFIDENCE SYSTEM + COND £6,6000000087,P,8,Promotional Kits,,T
6000000088,HC18-UK DENSIFY DUO + CONDITIONING DUO FOR £,6000000088,P,8,Promotional Kits,,T
6000000089,HC18-UK HYDRATION SYSTEM + STYLING DUO FOR £,6000000089,P,8,Promotional Kits,,T
6000000090,HC18-UK VOLUME SYSTEM + STYLING DUO FOR £6,6000000090,P,8,Promotional Kits,,T
6000000091,HC18-UK CLASSIC CONFIDECE SYSTEM + STYLING £,6000000091,P,8,Promotional Kits,,T
6000000092,HC18-UK DENSIFY DUO + STYLING £6,6000000092,P,8,Promotional Kits,,T
6000000093,HC18-UK BLONDE DUO + SPARKLE & SHINE BAG,6000000093,P,8,Promotional Kits,,T
6000000094,HC18-UK PLATINUM DUO + SPARKLE & SHINE BAG,6000000094,P,8,Promotional Kits,,T
6000000095,HC18-UK BRUNETTE DUO + SPARKLE & SHINE BAG,6000000095,P,8,Promotional Kits,,T
6000000096,HC18-UK REJUVENIQUE AND GET A FREE  SPARkle,6000000096,P,8,Promotional Kits,,T
6000000097,Advanced Hydrating Hair Care Collection,,P,9,Systems,,T
6000000098,UK- Beautiful Brunette System,6000000098,P,9,Systems,,T
6000000099,UK- Perfectly Platinum System,6000000099,P,9,Systems,,T
6000000100,UK- Brilliant Blonde System,6000000100,P,9,Systems,,T
6000000101,UK- Oil Drop Collection + Glam Make Up,6000000101,P,8,Promotional Kits,,T
6000000102,UK- Densify  System with Shaving Duo,6000000102,P,8,Promotional Kits,,T
6000000103,UK- Volume System with Shaving Duo,6000000103,P,8,Promotional Kits,,T
6000000104,UK- Hydration System with Shaving Duo,6000000104,P,8,Promotional Kits,,T
6000000105,UK- Classic Confidence System + Hair Grooming,6000000105,P,8,Promotional Kits,,T
6000000106,UK - Densify Duo + Hair Grooming Duo,6000000106,P,8,Promotional Kits,,T
6000000107,UK - Hydration System + Hair Grooming Duo,6000000107,P,8,Promotional Kits,,T
6000000108,UK- Volume System + Hair Grooming Duo,6000000108,P,8,Promotional Kits,,T
6000000109,UK- Classic Confidence System with Shaving Du,6000000109,P,8,Promotional Kits,,T
6000000312,Sample (10) IR Conditioner,6000000312,P,5,Samples and POP,,T
6000000401,Pet Gentle Cleansing Dog Wash 12.3 oz,6000000401,P,1,Products,,T
6000000402,"Pet Freshen Up Deodorizing Spray, 8.2 oz",6000000402,P,1,Products,,T
6000000403,"Smoothing Shampoo, 4 fl oz.",,P,1,Products,T,T
6000000404,Warm Up & Style Smoothing #1,,P,8,Promotional Kits,,T
6000000405,WARM UP & STYLE  Volumizing #2,,P,8,Promotional Kits,,T
6000000406,READY! SET! STYLE! Essentials #4,,P,8,Promotional Kits,,T
6000000407,DELUXE TRAVEL SET!!!!! #5,,P,8,Promotional Kits,,T
6000000408,THE ULTIMATE BLOW OUT #6,,P,8,Promotional Kits,,T
6000000409,LET'S GET STARTED PARTY STARTED HOT TOOL KIT,#7 - SOLD OUT,P,8,Promotional Kits,,T
6000000410,LIVE FULLY! HAIR DENSIFYING COLLECTION #8,,P,8,Promotional Kits,,T
6000000411,ADVANCE HYDRATING COLLECTION #9,,P,8,Promotional Kits,,T
6000000412,RESTRUCTURING HAIR  CARE COLLECTION #10,*ONLY PROMO*,P,10,Promotional Items,,T
6000000413,ON THE GO!! PRIMO PACK #11,,P,8,Promotional Kits,,T
6000000414,REFINED & DEFINED LASHES & BROWS #12,Sold Out,P,8,Promotional Kits,,T
6000000415,"Smoothing Deep Conditioner, 4 fl oz",,P,1,Products,T,T
6000000416,"Volumizing Revive Shampoo, 4 fl oz",,P,1,Products,,T
6000000417,"Volumizing Revitalize Conditioner, 4 fl oz",,P,1,Products,,T
6000000418,Eye Cream,,P,1,Products,,T
6000000419,Face Cream,,P,1,Products,,T
6000000420,"Studio One High Humidity Spray, 8 fl oz",,P,1,Products,,T
6000000421,"Thermal Protectant, 4.3 fl oz",,P,1,Products,T,T
6000000422,"Thermal Protectant, 2.5 fl oz",,P,1,Products,,T
6000000423,"Studio One High Humidity Spray, 8 fl oz",,P,1,Products,,T
6000000424,"OFY Studio 1 High Humidity Strong Hold Gel, 4",,P,1,Products,,T
